hour,EFS2020,EFS2030,EFS2040,EFS2050
7425,39624.711,43696.234,48102.34,53078.039
7426,41175.281,45409.031,49992.809,55167.93
7427,43184.195,47627.68,52440.613,57872.957
7428,44857.641,49476.164,54480.344,60126.898
7429,46436.289,51219.738,56404.117,62252.832
7430,47704.27,52619.957,57948.547,63958.938
7431,48337.969,53319.688,58720.531,64812.367
7432,48347.188,53329.82,58731.781,64825.031
7433,47856.645,52787,58132.156,64162.422
7434,47450.652,52336.398,57633.336,63611.977
7435,48392.398,53374.668,58775.738,64871.957
7436,47001.625,51839.73,57083.238,63001.766
7437,45068.145,49705.965,54731.168,60403.789
7438,42192.504,46532.609,51232.352,56536.984
7439,38445.945,42397.824,46674.578,51502.629
7440,34958.457,38548.617,42431.785,46817.359
7441,16311.181,17985.258,19794.986,21839.283
7442,31390.861,34611.016,38091.328,42023.703
7443,30569.156,33703.742,37090.711,40918.477
7444,30390.617,33506.656,36873.18,40677.746
7445,31040.256,34223.102,37662.289,41548.91
7446,33521.609,36960.297,40677.891,44878.996
7447,37877.074,41766.688,45973.734,50725.594
7448,38697.035,42670.773,46968.242,51822.086
7449,39124.328,43142.656,47489.648,52399.766
7450,39748.566,43832.422,48251.625,53243.211
7451,40488.074,44649.477,49154.027,54241.844
7452,41031.629,45250.195,49817.242,54974.918
7453,41560.867,45835.219,50463.34,55689.359
7454,42440.586,46806.832,51534.875,56872.883
7455,43068.473,47500.402,52300.234,57718.824
7456,43226.141,47674.449,52491.93,57930.219
7457,43254.27,47704.535,52524.258,57965.824
7458,43283.75,47735.219,52557.609,58004.797
7459,44561.027,49143.496,54107.855,59715.16
7460,43583.035,48063.598,52916.871,58399.281
7461,41998.152,46314.449,50988.586,56269.082
7462,39675.848,43751.844,48164.184,53149.266
7463,36506.477,40254.422,44309.414,48891.43
7464,33695.242,37151.805,40889.406,45113.559
7465,31723.701,34975.777,38490.773,42464.434
7466,30693.314,33838.43,37237.254,41080.32
7467,30129.584,33216,36550.742,40321.652
7468,30130.725,33216.949,36551.77,40323.18
7469,30937.221,34106.004,37530.691,41403.965
7470,33577.277,37018.098,40739.012,44946.895
7471,37857.469,41740.918,45942.793,50692.168
7472,38704.484,42675.625,46971.582,51826.512
7473,38912.156,42906.449,47227.691,52110.129
7474,39628.133,43698.719,48103.918,53080.172
7475,40424.242,44578.898,49076.109,54155.273
7476,41175.508,45409.477,49993.672,55170.25
7477,41995.914,46316.379,50995.086,56277.211
7478,43089.867,47524.457,52327.57,57749.375
7479,43901.613,48421.375,53316.246,58839.371
7480,44471.195,49050.129,54010.453,59608.375
7481,44463.188,49040.078,53998.191,59594.316
7482,44242.168,48793.465,53724.68,59293.59
7483,45272.992,49929.645,54974.926,60672.895
7484,44055.309,48585.25,53492.605,59035.52
7485,42647.227,47031.355,51780.047,57144.121
7486,40331.723,44476.105,48963.465,54032.766
7487,37053.922,40858.957,44976.488,49628.582
7488,33999.824,37488.457,41261.711,45525.895
7489,31982.814,35262.219,38807.734,42815.512
7490,30950.287,34122.496,37551.328,41427.844
7491,30454.215,33574.563,36947.086,40760.543
7492,30420.061,33536.129,36904.242,40713.262
7493,31188.422,34383.129,37837.227,41743.945
7494,33705.512,37159.238,40895.586,45121.512
7495,37911.152,41799.188,46007.543,50765.488
7496,38860.09,42846.43,47160.711,52037.898
7497,39297.418,43331.238,47697.328,52631.59
7498,40232.215,44365.164,48839.184,53893.445
7499,41433.785,45693.281,50305.039,55513.254
7500,42507.563,46880.402,51615.5,56960.914
7501,43522.633,48002.332,52853.684,58328.492
7502,44701.898,49305.148,54290.637,59915.211
7503,45447.785,50129.074,55199.449,60919.121
7504,45698.441,50405.539,55504.211,61255.918
7505,45456.563,50136.633,55206.102,60926.219
7506,45489.504,50170.59,55242.516,60968.547
7507,46722.09,51529.375,56738.074,62618.691
7508,45844.68,50560.645,55669.941,61438.848
7509,44491.012,49066.633,54023.355,59620.52
7510,42234.336,46576.371,51279,56589.887
7511,38954.871,42957.422,47290.605,52184.898
7512,35769.758,39442.441,43416.773,47906.723
7513,33504.742,36942.59,40661.09,44863.016
7514,32214.926,35518.625,39091.359,43129.543
7515,31447.66,34671.727,38157.711,42097.91
7516,31204.785,34403.281,37861.59,41770.891
7517,31749.266,35003.195,38522.105,42500.543
7518,33968.703,37450.934,41219.016,45479.727
7519,37953.285,41847.777,46064.008,50829.387
7520,39144.684,43162.5,47512.27,52428.16
7521,40135.203,44257.559,48721.012,53763.863
7522,41809.984,46108.422,50763.715,56020.969
7523,43480.383,47954.113,52800.074,58270.133
7524,44772.598,49381.902,54375.297,60010.207
7525,45896.816,50623.84,55744.863,61522.066
7526,47144.523,52001.332,57263.352,63198.625
7527,47879.375,52812.895,58158.082,64186.273
7528,47915.672,52853.324,58202.77,64235.09
7529,47174.09,52034.117,57298.898,63236.5
7530,46380.43,51156.508,56331.055,62169.758
7531,46675.035,51480.891,56687.344,62562.063
7532,45054.508,49692.258,54716.129,60385.625
7533,43467.164,47940.449,52785.699,58254.238
7534,41736.465,46030.488,50680.719,55929.625
7535,39382.734,43432.973,47817.02,52765.207
7536,36655.543,40423.254,44499.676,49101.25
7537,34226.848,37742.746,41545.105,45838.172
7538,32663.41,36017.063,39643.34,43738.574
7539,31613.814,34858.602,38366.324,42328.094
7540,31044.662,34230.238,37673.707,41563.398
7541,31048.598,34233.969,37677.578,41568.035
7542,31711.168,34964.727,38482.59,42456.879
7543,32839.422,36209.68,39854,43970.324
7544,34074.871,37572.621,41355.898,45629.109
7545,36677.777,40445.695,44522.996,49127.016
7546,39095.059,43114.633,47465.516,52376.707
7547,40869.395,45074.262,49627.02,54764.398
7548,42236.988,46584.625,51292.887,56604.379
7549,43072.043,47506.844,52310.172,57728.129
7550,43685.008,48183.656,53056.285,58551.605
7551,43949.641,48476.176,53379.129,58907.98
7552,43782.008,48291.313,53175.469,58682.996
7553,43285.125,47742.277,52569.676,58013.75
7554,43798.797,48307.621,53192.363,58703.449
7555,44889.438,49510.715,54517.195,60165.629
7556,44026.156,48558.426,53468.102,59007.184
7557,42841.594,47251.625,52028.496,57417.746
7558,41347.211,45602.996,50212.066,55411.906
7559,39369.004,43420.277,47806.5,52754.914
7560,37086.871,40902.063,45031.246,49689.723
7561,35038.492,38641.375,42539.758,46938.508
7562,33564.098,37014.258,40746.371,44958.008
7563,32623.584,35976.328,39602.336,43694.418
7564,32187.203,35494.434,39070.914,43107.508
7565,32008.48,35296.973,38852.961,42866.66
7566,32365.92,35690.758,39286.223,43344.883
7567,33126.715,36529.832,40209.777,44363.418
7568,34069.184,37569.09,41354.309,45627.082
7569,36699.902,40472.32,44554.34,49161.324
7570,39218.035,43252.035,47618.949,52545.996
7571,40869.98,45076.078,49630.902,54768.75
7572,41737.633,46033.984,50687.559,55936.379
7573,42113.691,46448.859,51144.52,56440.5
7574,42188.344,46531.18,51235.344,56541.074
7575,42117.281,46452.617,51148.992,56446.164
7576,42082.813,46414.289,51106.574,56399.563
7577,42078.914,46408.98,51099.727,56391.957
7578,43119.254,47555.059,52361.301,57786.246
7579,44627.953,49218.832,54192.781,59807.512
7580,43920.816,48438.246,53331.75,58855.957
7581,42401.961,46761.852,51483.371,56814.188
7582,40501.52,44664.348,49170.789,54259.219
7583,37393.965,41234.578,45390.016,50083.559
7584,34311.516,37832.316,41639.367,45941.063
7585,32180.072,35480.023,39045.973,43075.813
7586,31054.127,34237.195,37675.516,41561.418
7587,30610.838,33748.25,37136.121,40964.234
7588,30791.98,33947.824,37356.023,41208.109
7589,31824.207,35086.707,38610.68,42593.141
7590,34825.754,38398.66,42260.504,46623.875
7591,39458.598,43510.941,47893.305,52842.102
7592,40944.594,45150.199,49697.93,54832.891
7593,41052.625,45269.543,49830.316,54980.453
7594,41333.137,45579.551,50173.953,55362.719
7595,41412.457,45667.461,50272.336,55473.281
7596,41119.879,45345.227,49918.93,55084.855
7597,40616.449,44790.207,49308.391,54411.441
7598,40324.793,44469.066,48955.395,54022.199
7599,39985.375,44094.707,48543.539,53568.289
7600,39679.875,43757.535,48172.258,53158.699
7601,39848.531,43942.355,48374.875,53382.645
7602,41724.395,46010.703,50653.789,55901.352
7603,44322.035,48876.086,53809.141,59383.32
7604,44226.801,48770.402,53691.855,59253.137
7605,43593.855,48072.266,52921.977,58401.91
7606,42002.328,46316.305,50986.141,56262.371
7607,39445.32,43495.105,47877.191,52828.266
7608,36944.039,40734.969,44834.684,49466.902
7609,35445.723,39081.395,43011.648,47452.477
7610,34798.063,38366.422,42223.078,46580.934
7611,34662.535,38216.391,42057.098,46397.148
7612,34989.348,38576.504,42453.398,46834.555
7613,36271.051,39990.449,44011.648,48555.594
7614,39530.648,43586.891,47975.199,52933.266
7615,44570.434,49148.578,54104.75,59702.141
7616,45243.234,49890.98,54921.453,60602.289
7617,44048.469,48573.344,53470.609,59001.516
7618,43171.129,47606.16,52407.066,57829.738
7619,42458.57,46820.75,51543.551,56878.996
7620,41684.316,45967.621,50604.613,55842.164
7621,40834.109,45030.121,49572.672,54703.648
7622,40388.02,44538.359,49031.363,54106.477
7623,39924.309,44026.77,48467.891,53484.547
7624,39808.184,43898.762,48327.813,53331.203
7625,40490.898,44650.93,49155.355,54244.074
7626,43033.855,47455.836,52246.656,57659.84
7627,45289.305,49943.16,54984.949,60681.434
7628,45149.813,49788.316,54813,60490.707
7629,44321.246,48873.82,53804.512,59376.176
7630,42271.113,46611.652,51310.734,56620.898
7631,39301.398,43334.793,47698.734,52630.223
7632,36512.418,40257.477,44307.262,48884.238
7633,34786.285,38352.438,42207.574,46565.469
7634,33931.113,37408.438,41166.977,45416.156
7635,33665.777,37115.551,40843.906,45059.027
7636,33925.66,37401.965,41159.18,45407.051
7637,35156.578,38759.961,42655.918,47060.488
7638,38301.984,42230.375,46480.164,51283.402
7639,43219.543,47656.648,52459.371,57885.574
7640,43973.91,48488.922,53374.891,58894.445
7641,42894.547,47299.156,52065.648,57450.32
7642,42303.23,46648.41,51351.16,56663.543
7643,41663.133,45943.641,50576.785,55810.223
7644,40948.398,45155.59,49709.207,54852.828
7645,40251.875,44387.461,48863.883,53920.633
7646,39919.898,44021.438,48461.059,53476.125
7647,39483.691,43540.402,47931.52,52892.121
7648,39164.387,43187.57,47542.289,52462.297
7649,39451.43,43503.18,47889.215,52845.484
7650,41230.34,45464.449,50049.969,55233.441
7651,43653.91,48137.598,52994.043,58483.012
7652,43550.211,48022.609,52866.25,58340.621
7653,43076.109,47499.383,52289.395,57703.422
7654,41660.063,45936.91,50566.789,55799.379
7655,39173.395,43193.457,47543.156,52458.797
7656,36756.164,40526.23,44603.875,49212.379
7657,35316.004,38936.867,42852.039,47277.414
7658,34688.953,38244.715,42089.031,46434.469
7659,34656.664,38208.781,42049.09,46389.977
7660,35065.145,38659.215,42545.137,46937.602
7661,36342.172,40067.637,44096.957,48651.527
7662,39519.414,43572.633,47959.418,52917.891
7663,44352.633,48905.719,53835.809,59406.383
7664,44932.113,49545.191,54538.902,60180.496
7665,43563.23,48035.785,52876.496,58345.234
7666,42707.121,47092.82,51839.805,57202.734
7667,41980.09,46292.16,50959.113,56230.914
7668,41076.145,45295.898,49862.797,55021.566
7669,40309.961,44451.289,48933.121,53995.754
7670,39960.191,44065.719,48508.859,53527.895
7671,39524.766,43585.305,47979.984,52944.613
7672,39404.891,43452.801,47833.734,52783.043
7673,39767.73,43852.078,48272.883,53267.914
7674,41588.574,45860.234,50486.176,55714.074
7675,43359.602,47813.234,52636.387,58086.777
7676,43249.137,47690.676,52500.379,57935.891
7677,42710.484,47096.203,51844.891,57211.438
7678,41104.375,45324.008,49891.289,55052.938
7679,38428.34,42371.074,46636.16,51456.238
7680,35800.703,39471.5,43440.215,47925.902
7681,34174.773,37677.297,41462.324,45740.617
7682,33453.621,36880.906,40583.945,44770.07
7683,33280.941,36690.168,40373.219,44536.672
7684,33568.406,37006.957,40721.883,44921.355
7685,34749.797,38309.898,42157.125,46506.074
7686,37767.898,41639.367,45826.059,50558.273
7687,42406.203,46757.652,51466.355,56786.504
7688,43403.789,47858.801,52678.961,58124.023
7689,42572.273,46942.129,51669.57,57009.941
7690,41983.348,46294.047,50958.191,56227.125
7691,41422.816,45677.152,50280.598,55480.5
7692,40672.031,44850.074,49371.555,54478.859
7693,39936.59,44039.184,48478.867,53493.742
7694,39708.273,43787.602,48202.477,53189.508
7695,39383.676,43429.945,47808.973,52755.461
7696,38974.93,42978.922,47312.164,52207.152
7697,38937.285,42936.105,47263.879,52153.699
7698,40178.184,44304,48770.746,53819.086
7699,41748.824,46036.223,50677.496,55922.137
7700,41218.82,45450.949,50032.102,55208.977
7701,40698.355,44876.539,49399.203,54510.363
7702,39640.363,43708.809,48111.246,53086.293
7703,38137.965,42051.297,46284.152,51067.004
7704,36340.129,40067.59,44098.309,48652.93
7705,34957.477,38542.07,42417.391,46796.523
7706,34327.379,37846.535,41650.465,45949.008
7707,34157.473,37658.727,41443.051,45719.336
7708,34427.602,37956.859,41771.586,46081.957
7709,35109.453,38709.133,42600.746,46997.711
7710,36628.922,40385.641,44448.59,49038.73
7711,38671.723,42640.172,46933.465,51782.598
7712,40168.758,44292.129,48753.805,53792.266
7713,40985.371,45193.52,49747.371,54889.996
7714,40667.063,44842.84,49361.219,54464.148
7715,39803.668,43890.82,48312.715,53306.93
7716,38797.91,42782.129,47092.434,51960.684
7717,37794.77,41676.012,45874.656,50617.043
7718,37035.531,40838.453,44952.145,49598.996
7719,36493.668,40240.492,44293.293,48871.637
7720,36149.105,39860.48,43874.832,48409.785
7721,36227.59,39946.148,43968.789,48514.125
7722,37817.445,41698.797,45899.109,50646.781
7723,39659.641,43731.375,48138.141,53118.039
7724,39405.395,43450.488,47828.383,52775.746
7725,39052.73,43061.512,47399.879,52302.352
7726,38162.477,42079.191,46317.313,51106.535
7727,36817.313,40595.262,44682.09,49300.07
7728,35257.023,38873.637,42784.914,47204.531
7729,33939.379,37419.699,41182.797,45435.223
7730,33215.664,36620.879,40301.992,44461.867
7731,32894.203,36265.883,39910.633,44029.453
7732,32925.617,36300.27,39948.203,44070.672
7733,33314.984,36729.484,40420.762,44592.277
7734,34246.648,37756.891,41552.492,45841.859
7735,35528.691,39170.762,43109.445,47560.285
7736,36477.875,40217.094,44261.051,48830.891
7737,37547.691,41398.145,45563.16,50269.473
7738,37679.883,41545.273,45726.441,50450.523
7739,37319.723,41149.922,45293.117,49973.598
7740,36870.406,40655.852,44750.313,49375.047
7741,36678.074,40444.336,44518.078,49119.109
7742,36431.934,40172.586,44218.555,48788.348
7743,36121.801,39830.688,43841.988,48372.492
7744,35887.703,39571.809,43556.141,48056.754
7745,36416.371,40154.633,44198.234,48766.258
7746,38344.457,42281.34,46541.918,51356.094
7747,40295.727,44433.695,48912.188,53972.008
7748,40032.34,44142.551,48590.988,53617.242
7749,39171.664,43192.559,47543.668,52460.523
7750,37818.895,41699.957,45898.848,50644.035
7751,35714.129,39377.789,43340.266,47818.637
7752,33347.66,36766.508,40463.09,44641.93
7753,31564.361,34798.164,38293.465,42245.703
7754,30711.67,33857.086,37256.004,41099.398
7755,30353.535,33461.387,36819.617,40617.684
7756,30429.785,33544.906,36911,40718.238
7757,31325.82,34532.734,37999.07,41920.164
7758,33844.359,37310.98,41060.035,45300.094
7759,37505.371,41349.922,45508.949,50210.945
7760,38843.711,42825.934,47133.316,52002.465
7761,39293.828,43324.219,47684.516,52612.867
7762,39786.184,43869.32,48287.754,53281.02
7763,40203.711,44331.773,48799.191,53846.566
7764,40343.297,44487.105,48971.906,54038.223
7765,40395.293,44545.543,49037.523,54111.289
7766,40589.418,44760.25,49274.824,54373.758
7767,40634.84,44810.797,49330.699,54435.281
7768,40483.895,44644.426,49147.516,54232.609
7769,40403.426,44554.605,49047.996,54123.387
7770,41687.219,45970.426,50608.684,55849.164
7771,43253.172,47698.02,52510.934,57947.621
7772,42577.473,46952.078,51688.809,57040.277
7773,41390.887,45642.762,50245.617,55445.906
7774,39651.238,43723.355,48130.098,53108.824
7775,36926.242,40716.449,44816.121,49448.434
7776,34080.617,37575.887,41354.281,45624.523
7777,32067.314,35354.047,38905.527,42920.141
7778,30950.299,34121.238,37546.598,41419.031
7779,30412.582,33527.445,36891.723,40695.563
7780,30373.578,33484.039,36843.379,40641.762
7781,31167.168,34358.836,37806.688,41705.656
7782,33455.168,36882.898,40587.949,44777.352
7783,37015.281,40810.852,44915.039,49553.969
7784,38443.219,42385.941,46648.637,51465.922
7785,39005.902,43007.852,47336.09,52227.324
7786,39639.027,43708.367,48110.617,53084.254
7787,40494.813,44654.574,49156.074,54240.457
7788,41192.77,45426.441,50008.801,55183.164
7789,41788.313,46084.797,50735.887,55986.746
7790,42633.02,47017.914,51765.367,57124.055
7791,43223.305,47670.012,52484.715,57918.508
7792,43478.945,47952.754,52796.859,58262.887
7793,43184.434,47627.316,52438.293,57867.832
7794,43607.336,48092.621,52951.051,58436.418
7795,44548.293,49129.883,54092.07,59694.641
7796,43381.668,47841.859,52671.922,58126.402
7797,42140.598,46471.762,51161.102,56457.352
7798,40258.934,44395.055,48871.789,53928.531
7799,37583.367,41442.363,45616.984,50332.996
7800,34671.664,38229.09,42075.211,46420.855
7801,32413.568,35736.844,39328.004,43386.555
7802,31119.77,34308.559,37753.098,41646.625
7803,30431.729,33548.621,36914.375,40719.246
7804,30310.635,33414.488,36765.969,40555
7805,30902.799,34067.324,37484.789,41348.617
7806,32838.063,36201.777,39836.25,43945.418
7807,35654.797,39309.539,43259.895,47724.863
7808,37182.172,40994.086,45114.508,49771.461
7809,38526.68,42478.848,46752.008,51580.504
7810,39781.105,43865.266,48282.734,53272.695
7811,40845.586,45041.828,49581.875,54708.77
7812,41779.641,46074.293,50722.191,55969.621
7813,42332.227,46685.301,51397.316,56716.156
7814,42972.34,47392.5,52178.258,57579.852
7815,43194.887,47638.531,52450.055,57880.164
7816,42960.484,47380.023,52165.301,57565.602
7817,42384.992,46744.168,51463.945,56791.199
7818,42848.945,47254.883,52026.449,57414.531
7819,43647.555,48135.324,52995.156,58482.84
7820,42491.398,46859.211,51588.605,56929.66
7821,41306.75,45551.828,50147.641,55338.32
7822,39761.406,43846.293,48267.563,53261.617
7823,37492.086,41342.238,45507.723,50212.918
7824,34866.258,38444.559,42313.844,46685.09
7825,32560.295,35899.801,39509.227,43587.59
7826,31053.301,34236.547,37675.883,41562.652
7827,30160.773,33251.129,36589.48,40362.898
7828,29707.41,32750.521,36037.605,39753.578
7829,29729.73,32774.57,36063.645,39782.387
7830,30533.254,33660.574,37039.809,40860.676
7831,31736.387,34987.473,38501.152,42473.688
7832,32740.99,36094.855,39720.195,43818.914
7833,34957.734,38541.695,42417.516,46797.766
7834,37140.77,40952.344,45075.41,49732.762
7835,38713.539,42690.277,46993.047,51851.047
7836,39421.969,43474.496,47860.027,52809.695
7837,39114.418,43137.141,47491.016,52404.137
7838,38502.789,42463.262,46749.91,51587.02
7839,37785.563,41672.449,45879.5,50626.766
7840,37014.313,40821.219,44941.227,49590.531
7841,36290.902,40022.211,44060.141,48617.801
7842,36553.539,40310.723,44377.543,48969.574
7843,37264.148,41094.098,45239.387,49919.906
7844,36559.84,40316.426,44381.785,48972.488
7845,35878.941,39564.742,43552.734,48056.383
7846,35057.41,38658.125,42553.516,46952.895
7847,33778.992,37247.332,40998.195,45234.387
7848,32099.887,35394.332,38955.973,42979.086
7849,30571.377,33707.465,37096.598,40925.355
7850,29680.014,32723.434,36011.301,39725.984
7851,29202.141,32195.662,35428.906,39082.211
7852,29089.732,32071.326,35291.484,38930.191
7853,29424.77,32440.43,35697.246,39377.234
7854,30408.844,33525.527,36891.996,40696.191
7855,31714.111,34965.313,38476.922,42444.008
7856,32428.059,35752.137,39342.25,43398.391
7857,33884.012,37358.395,41112.516,45354.129
7858,35461.867,39100.531,43033.625,47476.258
7859,36681.48,40447.539,44519.504,49117.809
7860,37319.676,41152.715,45297.898,49978.148
7861,37424.004,41268.625,45427.094,50121.918
7862,37195.867,41017.363,45151.313,49818.582
7863,36886.781,40676.516,44776.129,49404.609
7864,36549.023,40303.633,44365.203,48951.145
7865,36486.508,40233.656,44287.523,48865.809
7866,38228.613,42155.012,46404.859,51205.996
7867,39548.313,43610.117,48005.863,52971.574
7868,38960.137,42960.605,47289.117,52179.262
7869,38293.27,42224.523,46477.129,51281.848
7870,37320.086,41150.531,45292.703,49972.637
7871,35841.66,39518.945,43493.801,47984.688
7872,34011.457,37499.035,41266.664,45523.781
7873,32482.996,35812.164,39407.051,43469.238
7874,31574.9,34809.855,38302.012,42248.422
7875,31170.297,34363.266,37809.648,41704.379
7876,31138.146,34327.191,37769.137,41659.129
7877,31600.918,34837.273,38330.609,42278.793
7878,32753.486,36108.477,39730.75,43824.473
7879,34413.863,37940.246,41748.84,46052.477
7880,35698.191,39356.824,43308.902,47774.266
7881,37251.781,41071.398,45199.605,49863.641
7882,38040.973,41942.977,46161.57,50927.484
7883,37996.836,41895.242,46110.582,50872.578
7884,37393.172,41230.234,45379.402,50066.617
7885,36545.699,40296.082,44351.711,48933.465
7886,35708.176,39372.559,43335.328,47812.484
7887,35115.086,38718.48,42615.367,47018.379
7888,34908.418,38490.195,42363.711,46740.766
7889,35054.363,38649.887,42538.883,46934.535
7890,37008.539,40804.461,44912.602,49557.703
7891,39280.129,43310.332,47672.305,52603.242
7892,39438.508,43484.668,47863.949,52814.387
7893,39200.598,43221.785,47573.867,52493.863
7894,38488.027,42435.789,46708.016,51537.5
7895,37195.344,41009.539,45136.234,49801.238
7896,35525.281,39166.652,43105.102,47557.672
7897,34039.98,37527.734,41299.102,45563.176
7898,33133.105,36526.762,40195.758,44344.367
7899,32706.287,36055.105,39674.918,43768.32
7900,32585.455,35921.719,39527.988,43606.16
7901,32855.914,36219.465,39855.504,43967.637
7902,33678.461,37126.258,40854.211,45070.555
7903,34886.285,38458.316,42321.152,46689.711
7904,35736.586,39395.609,43352.594,47827.48
7905,36592.43,40340.922,44395.371,48979.57
7906,36698.453,40459.941,44528.527,49127.609
7907,36314.059,40038,44065.887,48618.039
7908,35907.473,39591.391,43576.156,48078.672
7909,35881.258,39563.785,43547.207,48047.684
7910,35885.836,39569.934,43555.383,48057.516
7911,35930.848,39620.238,43611.813,48120.633
7912,36109.344,39817.547,43829.508,48361.051
7913,36498.902,40246.387,44301.543,48882.805
7914,38689.758,42662.895,46964.977,51826.656
7915,41145.852,45372.75,49950.086,55121.625
7916,41065.125,45283.262,49850.949,55011.855
7917,40023.242,44133.332,48583.293,53611.605
7918,38423.074,42367.82,46637.328,51461.691
7919,35829.586,39506.133,43483.473,47978.301
7920,33147.074,36545.984,40221.09,44375.309
7921,31267.389,34471.516,37934.531,41849.766
7922,30242.648,33340.281,36687.27,40471.973
7923,29770.209,32818.773,36112.359,39836.961
7924,29791.004,32841.547,36137.328,39864.602
7925,30652.621,33791.648,37183.953,41020.637
7926,33111.219,36503.574,40171.809,44320.438
7927,37322.281,41149.809,45291.199,49973.391
7928,38661.691,42627.289,46916.734,51765.359
7929,39004.746,43006.828,47336.078,52228.922
7930,40028.742,44138.195,48584.723,53608.813
7931,41312.359,45556.523,50150.098,55338.445
7932,42327.223,46678.098,51388.43,56707.258
7933,43084.484,47515.129,52312.734,57728.723
7934,43898.449,48414.691,53305.988,58826.77
7935,44077.383,48613.121,53525.613,59069.5
7936,43866.203,48379.512,53267.57,58784.352
7937,43621.57,48107.676,52966.059,58450.848
7938,45209.281,49858.141,54894.371,60581.832
7939,46720.504,51524.66,56728.23,62604.254
7940,45890.082,50607.797,55716.625,61486.168
7941,44691.582,49285.004,54258.094,59874.672
7942,42572.246,46946.34,51679.992,57026.254
7943,39385.738,43430.344,47804.754,52745.445
7944,35964.551,39654.898,43643.348,48149.07
7945,33563.277,37004.52,40721.348,44921.125
7946,32294.443,35603.938,39177.023,43214.898
7947,31717.902,34967.328,38474.762,42438.855
7948,31699.619,34946.918,38451.84,42413.215
7949,32621.945,35964.207,39572.402,43650.617
7950,35441.809,39075.363,43000.953,47437.203
7951,40273.324,44406.961,48876.145,53924.555
7952,42091.188,46412.715,51084.855,56360.977
7953,41957.383,46265.332,50923.621,56184.664
7954,42186.984,46519.832,51206.77,56499.984
7955,42236.055,46574.637,51268.754,56570.188
7956,41857.973,46158.215,50812.156,56068.379
7957,41386.074,45637.977,50239.969,55437.664
7958,40948.359,45155.109,49708.699,54852.48
7959,40329.035,44471.648,48955.773,54021.445
7960,39947.266,44049.777,48490.84,53508.766
7961,40353.145,44495.875,48981.336,54051.023
7962,42872.781,47275.035,52043.762,57434.508
7963,45545.898,50223.988,55290.875,61016.711
7964,45772.934,50474.598,55566.77,61320.711
7965,45357.113,50016.082,55061.152,60761.402
7966,43730.668,48221.836,53083.754,58576.805
7967,40992.555,45200.676,49754.129,54898.672
7968,38163.195,42078.875,46313.848,51098.895
7969,36489.551,40232.18,44278.969,48851.594
7970,35799.504,39470.621,43439.355,47923.758
7971,35676.887,39335.164,43289.895,47758.41
7972,36070.477,39769.441,43768.531,48286.918
7973,37452.184,41293.695,45447.91,50141.223
7974,40797.473,44984.645,49515.328,54633.309
7975,45918.465,50636.055,55743.82,61511.441
7976,46815.219,51625.289,56832.172,62711.008
7977,45116.211,49750.602,54766.898,60431.691
7978,43642.621,48125.137,52976.789,58456.785
7979,42447.219,46806.824,51525.43,56855.703
7980,41366.645,45615.727,50214.707,55409.832
7981,40466.691,44623.328,49122.145,54204.191
7982,39984.051,44091.125,48536.73,53559.395
7983,39595.113,43662.602,48065.453,53039.867
7984,39381.301,43426.199,47804.719,52752.156
7985,39695.773,43771.563,48183.867,53170.418
7986,41810.996,46103.395,50752.426,56008.734
7987,44304.137,48853.352,53780.629,59350.195
7988,44197.508,48735.07,53649.656,59205.141
7989,43879.516,48384.047,53262.617,58777.371
7990,42374.402,46723.508,51432.375,56755.164
7991,39674.746,43744.797,48149.938,53129.746
7992,36779.648,40550.383,44629.785,49241.961
7993,34996.121,38582.238,42460.754,46846.297
7994,34254.508,37763.508,41558.273,45849.609
7995,34076.051,37566.555,41340.977,45609.16
7996,34466.156,37996.559,41814.629,46132.277
7997,35679.477,39334.938,43289.227,47760.684
7998,38859.762,42843.383,47155.359,52030.715
7999,43750.91,48240.613,53102.809,58597.855
8000,44757.855,49351.73,54325.133,59944.531
8001,43415.527,47871.66,52695.262,58145.582
8002,42366.797,46716.055,51424.109,56744.137
8003,41523.508,45787.719,50404.098,55619.969
8004,40734.852,44918.453,49446.766,54562.992
8005,40190.805,44318.867,48786.402,53833.742
8006,40056.211,44170.781,48623.922,53655.113
8007,39760.641,43844.691,48263.277,53254.242
8008,39769.672,43852.914,48268.793,53257.668
8009,40066.453,44178.344,48624.578,53648.832
8010,41901.59,46204.875,50865.52,56133.516
8011,44002.945,48522.66,53418,58950.438
8012,43838.102,48340.434,53216.781,58727.91
8013,43166.922,47600.008,52400.559,57825.988
8014,41368.887,45616.043,50214.004,55410.707
8015,38372.215,42309.105,46568.883,51383.813
8016,35292.605,38910.484,42823.059,47246.813
8017,33178.371,36577.281,40251.383,44406.336
8018,32069.322,35353.211,38902.023,42915.828
8019,31609.191,34845.051,38341.484,42296.402
8020,31514.57,34740.109,38225.188,42167.684
8021,32219.65,35517.094,39080.605,43112.387
8022,34696.145,38248.633,42090.121,46436.305
8023,38971.262,42965.746,47287.945,52176.016
8024,40087.215,44197.379,48643.926,53671.098
8025,39970.188,44070.203,48505.629,53518.973
8026,40363.457,44506.605,48989.605,54055.238
8027,40718.723,44900.719,49426.16,54538.172
8028,40897.719,45100.016,49648.035,54784.699
8029,41128.402,45356.082,49932.273,55099.496
8030,41534.27,45804.836,50427.887,55647.422
8031,41760.949,46055.57,50704.949,55953.746
8032,41567.383,45841.836,50469.215,55693.113
